area_type,availability,location,size,society,total_sqft,bath,balcony,price,floor,furnishing
Carpet,Ready To Move,Shivaji Nagar,2 BHK,Society3,1000,1,1,88.29,2nd,Unfurnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society3,1500,1,1,78.16,3rd,Fully Furnished
Carpet,Ready To Move,Wakad,3 BHK,Society4,1200,2,3,71.65,5th,Fully Furnished
Super Built-up,Under Construction,Baner,3 BHK,Society2,1200,3,3,101.21,Ground,Fully Furnished
Carpet,Ready To Move,Hadapsar,4 BHK,Society1,1500,3,2,58.32,Top,Semi-Furnished
Carpet,Under Construction,Sadashiv Peth,3 BHK,Society1,1200,1,2,50.34,4th,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,3 BHK,Society3,1200,1,2,91.46,Top,Semi-Furnished
Built-up,Under Construction,Pimpri-Chinchwad,2 BHK,Society2,1000,3,1,63.19,3rd,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,4 BHK,Society3,1500,4,2,53.88,3rd,Fully Furnished
Built-up,Ready To Move,Pashan,3 BHK,Society3,1200,2,1,65.93,4th,Semi-Furnished
Built-up,Ready To Move,Aundh,1 BHK,Society3,800,2,1,91.3,4th,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,3 BHK,Society4,1200,3,2,90.55,3rd,Unfurnished
Carpet,Under Construction,Pashan,2 BHK,Society3,1000,3,1,63.05,5th,Fully Furnished
Built-up,Under Construction,Aundh,3 BHK,Society1,1200,2,2,97.13,Ground,Fully Furnished
Carpet,Ready To Move,Aundh,1 BHK,Society2,800,1,1,91.98,2nd,Unfurnished
Carpet,Ready To Move,Baner,4 BHK,Society2,1500,1,1,102.72,3rd,Fully Furnished
Super Built-up,Under Construction,Viman Nagar,1 BHK,Society1,800,1,2,95.76,2nd,Fully Furnished
Built-up,Under Construction,Kothrud,1 BHK,Society5,800,2,2,69.01,5th,Unfurnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society5,1500,4,1,97.66,2nd,Semi-Furnished
Carpet,Ready To Move,Pimpri-Chinchwad,3 BHK,Society1,1200,4,1,66.04,1st,Fully Furnished
Carpet,Ready To Move,Viman Nagar,4 BHK,Society3,1500,2,3,102.89,Ground,Unfurnished
Carpet,Under Construction,Kharadi,1 BHK,Society3,800,3,1,89.75,3rd,Unfurnished
Super Built-up,Under Construction,Hinjawadi,1 BHK,Society2,800,4,1,84.35,Top,Fully Furnished
Built-up,Ready To Move,Baner,4 BHK,Society4,1500,1,2,103.73,1st,Unfurnished
Super Built-up,Ready To Move,Pashan,1 BHK,Society5,800,2,2,59.34,4th,Semi-Furnished
Built-up,Under Construction,Aundh,2 BHK,Society1,1000,1,2,95.66,3rd,Fully Furnished
Super Built-up,Ready To Move,Pashan,2 BHK,Society5,1000,3,1,62.03,Top,Unfurnished
Built-up,Ready To Move,Hinjawadi,2 BHK,Society2,1000,1,1,88.39,Top,Semi-Furnished
Built-up,Ready To Move,Kharadi,3 BHK,Society2,1200,3,3,96.44,Ground,Unfurnished
Super Built-up,Under Construction,Shivaji Nagar,1 BHK,Society2,800,1,3,84.02,3rd,Unfurnished
Carpet,Ready To Move,Pimpri-Chinchwad,4 BHK,Society5,1500,3,3,67.37,2nd,Unfurnished
Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society5,800,2,2,59.58,Top,Semi-Furnished
Super Built-up,Under Construction,Magarpatta,1 BHK,Society1,800,1,3,90.68,3rd,Fully Furnished
Super Built-up,Under Construction,Kothrud,3 BHK,Society3,1200,2,2,75.41,5th,Fully Furnished
Built-up,Ready To Move,Kharadi,3 BHK,Society3,1200,2,3,95.54,4th,Fully Furnished
Carpet,Ready To Move,Pashan,2 BHK,Society2,1000,1,3,63.44,1st,Unfurnished
Carpet,Under Construction,Aundh,3 BHK,Society2,1200,1,3,98.06,5th,Unfurnished
Built-up,Under Construction,Aundh,4 BHK,Society5,1500,2,3,100.01,Ground,Unfurnished
Built-up,Ready To Move,Pimpri-Chinchwad,4 BHK,Society1,1500,3,2,67.03,4th,Semi-Furnished
Built-up,Under Construction,Pimpri-Chinchwad,3 BHK,Society3,1200,4,2,65.76,3rd,Fully Furnished
Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society3,1500,3,2,67.32,4th,Fully Furnished
Super Built-up,Ready To Move,Kothrud,1 BHK,Society3,800,3,3,69.49,5th,Unfurnished
Super Built-up,Under Construction,Magarpatta,4 BHK,Society5,1500,2,3,98.46,2nd,Fully Furnished
Super Built-up,Ready To Move,Aundh,1 BHK,Society3,800,3,2,92.61,4th,Semi-Furnished
Super Built-up,Under Construction,Kothrud,4 BHK,Society4,1500,4,3,77.97,Ground,Semi-Furnished
Carpet,Ready To Move,Kharadi,1 BHK,Society4,800,3,1,90.98,Top,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society4,1500,2,3,67,Ground,Fully Furnished
Carpet,Ready To Move,Baner,2 BHK,Society4,1000,3,1,98.37,3rd,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,2 BHK,Society2,1000,3,3,48.86,3rd,Fully Furnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society2,800,3,2,85.3,Ground,Fully Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society2,800,4,3,89.07,1st,Fully Furnished
Built-up,Ready To Move,Kothrud,1 BHK,Society4,800,3,1,69.41,3rd,Fully Furnished
Built-up,Ready To Move,Baner,1 BHK,Society3,800,1,1,94.47,2nd,Fully Furnished
Carpet,Under Construction,Sadashiv Peth,1 BHK,Society5,800,1,1,44.21,Top,Unfurnished
Carpet,Under Construction,Sadashiv Peth,1 BHK,Society3,800,1,2,45.3,1st,Unfurnished
Carpet,Under Construction,Sadashiv Peth,1 BHK,Society5,800,2,3,45.09,2nd,Fully Furnished
Carpet,Ready To Move,Hadapsar,2 BHK,Society5,1000,3,2,53.34,1st,Unfurnished
Super Built-up,Under Construction,Viman Nagar,1 BHK,Society4,800,1,3,95.82,Ground,Fully Furnished
Carpet,Ready To Move,Sadashiv Peth,2 BHK,Society5,1000,2,1,47.52,Top,Fully Furnished
Carpet,Under Construction,Hadapsar,4 BHK,Society2,1500,4,3,57.79,1st,Fully Furnished
Carpet,Under Construction,Kothrud,3 BHK,Society5,1200,1,1,75.09,5th,Semi-Furnished
Carpet,Ready To Move,Pashan,1 BHK,Society3,800,4,1,59.62,Ground,Fully Furnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society1,1500,4,2,67.99,Top,Unfurnished
Built-up,Under Construction,Wakad,4 BHK,Society3,1500,3,3,73.85,Top,Unfurnished
Carpet,Ready To Move,Wakad,2 BHK,Society5,1000,1,2,68.34,Top,Unfurnished
Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society2,800,3,3,45.05,3rd,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,3 BHK,Society4,1200,4,1,91.7,5th,Semi-Furnished
Super Built-up,Ready To Move,Viman Nagar,4 BHK,Society1,1500,2,1,103.33,4th,Fully Furnished
Super Built-up,Ready To Move,Viman Nagar,4 BHK,Society2,1500,2,2,103.64,Ground,Unfurnished
Carpet,Under Construction,Wakad,1 BHK,Society1,800,2,3,64.2,Top,Unfurnished
Super Built-up,Under Construction,Kothrud,3 BHK,Society4,1200,3,3,76.09,Top,Fully Furnished
Super Built-up,Under Construction,Kharadi,1 BHK,Society1,800,2,3,89.93,Top,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,2 BHK,Society1,1000,4,3,88.46,2nd,Fully Furnished
Carpet,Ready To Move,Pimpri-Chinchwad,3 BHK,Society2,1200,1,3,66.83,5th,Fully Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society4,800,4,2,90.93,5th,Unfurnished
Carpet,Ready To Move,Hinjawadi,3 BHK,Society1,1200,1,1,91.53,2nd,Unfurnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society3,1500,1,3,52.03,5th,Unfurnished
Built-up,Ready To Move,Magarpatta,1 BHK,Society5,800,3,3,89.12,1st,Semi-Furnished
Super Built-up,Ready To Move,Wakad,1 BHK,Society2,800,4,2,65.14,5th,Unfurnished
Carpet,Under Construction,Hadapsar,4 BHK,Society2,1500,2,3,57.87,3rd,Unfurnished
Carpet,Under Construction,Wakad,4 BHK,Society3,1500,1,3,73.96,Ground,Semi-Furnished
Built-up,Ready To Move,Baner,2 BHK,Society3,1000,1,3,98.34,4th,Semi-Furnished
Built-up,Ready To Move,Baner,3 BHK,Society4,1200,3,1,101.3,2nd,Semi-Furnished
Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society4,1500,1,3,68.85,Top,Fully Furnished
Super Built-up,Under Construction,Kharadi,3 BHK,Society2,1200,3,3,95.94,3rd,Fully Furnished
Built-up,Ready To Move,Baner,2 BHK,Society2,1000,4,2,98.53,Ground,Fully Furnished
Carpet,Ready To Move,Pashan,4 BHK,Society2,1500,3,3,67.5,5th,Fully Furnished
Built-up,Under Construction,Pashan,1 BHK,Society4,800,3,2,59.14,3rd,Fully Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society3,800,2,2,70.61,1st,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,1,2,50.72,3rd,Unfurnished
Carpet,Ready To Move,Hinjawadi,4 BHK,Society5,1500,2,3,93.2,1st,Fully Furnished
Carpet,Ready To Move,Kothrud,3 BHK,Society1,1200,2,1,75.91,Ground,Fully Furnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society5,800,2,3,60.75,1st,Unfurnished
Super Built-up,Under Construction,Viman Nagar,2 BHK,Society1,1000,1,1,98.38,3rd,Unfurnished
Super Built-up,Under Construction,Kothrud,3 BHK,Society5,1200,3,2,76.67,3rd,Unfurnished
Built-up,Under Construction,Kharadi,2 BHK,Society1,1000,4,2,92.91,Ground,Fully Furnished
Super Built-up,Ready To Move,Aundh,3 BHK,Society3,1200,1,1,97.26,Ground,Semi-Furnished
Super Built-up,Under Construction,Baner,4 BHK,Society4,1500,4,3,102.67,5th,Fully Furnished
Super Built-up,Under Construction,Kharadi,2 BHK,Society2,1000,1,2,92.65,1st,Fully Furnished
Super Built-up,Under Construction,Aundh,3 BHK,Society2,1200,4,3,98.28,2nd,Unfurnished
Carpet,Under Construction,Kothrud,2 BHK,Society4,1000,1,3,73.32,Ground,Semi-Furnished
Carpet,Under Construction,Baner,4 BHK,Society5,1500,1,1,103.88,Top,Semi-Furnished
Super Built-up,Ready To Move,Aundh,3 BHK,Society5,1200,1,3,97.95,Top,Unfurnished
Super Built-up,Under Construction,Baner,3 BHK,Society2,1200,1,3,101.98,Ground,Unfurnished
Super Built-up,Ready To Move,Shivaji Nagar,1 BHK,Society1,800,3,1,85.95,1st,Semi-Furnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society3,1500,4,1,53.01,Top,Fully Furnished
Built-up,Under Construction,Kharadi,3 BHK,Society4,1200,1,2,96.05,1st,Fully Furnished
Carpet,Under Construction,Magarpatta,4 BHK,Society1,1500,4,2,97.6,2nd,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,2 BHK,Society1,1000,1,3,87.71,4th,Semi-Furnished
Built-up,Under Construction,Aundh,4 BHK,Society5,1500,3,2,100.17,1st,Fully Furnished
Carpet,Ready To Move,Sadashiv Peth,4 BHK,Society3,1500,4,3,53.73,1st,Unfurnished
Carpet,Ready To Move,Aundh,1 BHK,Society2,800,2,1,92.33,Ground,Fully Furnished
Carpet,Ready To Move,Pimpri-Chinchwad,3 BHK,Society3,1200,2,3,66.64,Top,Unfurnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society1,800,4,3,45.27,Ground,Fully Furnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society5,1500,1,3,68.53,Ground,Unfurnished
Built-up,Ready To Move,Baner,1 BHK,Society5,800,2,2,95.23,4th,Semi-Furnished
Built-up,Under Construction,Viman Nagar,2 BHK,Society5,1000,3,2,97.95,4th,Fully Furnished
Built-up,Ready To Move,Aundh,4 BHK,Society2,1500,1,3,100.3,4th,Semi-Furnished
Carpet,Ready To Move,Magarpatta,3 BHK,Society3,1200,1,2,96.97,3rd,Semi-Furnished
Built-up,Ready To Move,Kothrud,3 BHK,Society5,1200,1,3,75.74,4th,Unfurnished
Built-up,Under Construction,Hadapsar,2 BHK,Society5,1000,1,2,53.87,3rd,Semi-Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,2 BHK,Society5,1000,4,2,62.11,5th,Semi-Furnished
Carpet,Ready To Move,Viman Nagar,2 BHK,Society1,1000,3,1,98.73,1st,Semi-Furnished
Super Built-up,Ready To Move,Pashan,4 BHK,Society4,1500,2,1,68.06,4th,Fully Furnished
Built-up,Under Construction,Kothrud,1 BHK,Society4,800,1,1,69.3,Ground,Unfurnished
Super Built-up,Under Construction,Aundh,2 BHK,Society2,1000,3,1,94.34,1st,Fully Furnished
Super Built-up,Ready To Move,Pashan,4 BHK,Society5,1500,1,2,67.44,2nd,Fully Furnished
Built-up,Under Construction,Hadapsar,2 BHK,Society5,1000,4,1,53.36,1st,Semi-Furnished
Carpet,Ready To Move,Kharadi,3 BHK,Society2,1200,4,1,95.47,1st,Unfurnished
Super Built-up,Under Construction,Magarpatta,3 BHK,Society5,1200,1,1,95.09,5th,Fully Furnished
Built-up,Under Construction,Magarpatta,2 BHK,Society2,1000,3,3,92.31,2nd,Unfurnished
Carpet,Ready To Move,Baner,1 BHK,Society2,800,3,2,94.22,Top,Fully Furnished
Super Built-up,Under Construction,Kothrud,4 BHK,Society5,1500,3,2,78.4,4th,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,1 BHK,Society1,800,4,3,49.57,2nd,Semi-Furnished
Built-up,Under Construction,Baner,1 BHK,Society4,800,1,2,95.02,Ground,Fully Furnished
Super Built-up,Under Construction,Kharadi,2 BHK,Society2,1000,2,2,93.33,Top,Unfurnished
Super Built-up,Under Construction,Aundh,2 BHK,Society2,1000,2,2,95.6,2nd,Unfurnished
Carpet,Ready To Move,Pashan,1 BHK,Society3,800,2,3,59.46,4th,Semi-Furnished
Built-up,Ready To Move,Hadapsar,4 BHK,Society4,1500,4,2,57.93,2nd,Semi-Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society5,800,2,1,70.8,5th,Semi-Furnished
Built-up,Ready To Move,Kothrud,1 BHK,Society1,800,2,1,70.92,2nd,Unfurnished
Carpet,Under Construction,Kothrud,3 BHK,Society1,1200,3,2,76.07,Ground,Fully Furnished
Carpet,Under Construction,Shivaji Nagar,4 BHK,Society4,1500,3,1,92.74,Top,Unfurnished
Built-up,Under Construction,Wakad,3 BHK,Society2,1200,2,1,71.39,3rd,Fully Furnished
Super Built-up,Under Construction,Wakad,4 BHK,Society4,1500,3,2,72.86,Top,Fully Furnished
Carpet,Under Construction,Wakad,4 BHK,Society5,1500,4,3,73.59,Top,Unfurnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society1,800,4,2,89.67,5th,Fully Furnished
Built-up,Under Construction,Hinjawadi,2 BHK,Society5,1000,3,3,88.12,3rd,Unfurnished
Super Built-up,Ready To Move,Aundh,2 BHK,Society1,1000,4,3,95.5,2nd,Fully Furnished
Super Built-up,Under Construction,Pashan,4 BHK,Society1,1500,3,1,68.71,Ground,Unfurnished
Carpet,Under Construction,Wakad,1 BHK,Society1,800,2,3,64.78,3rd,Unfurnished
Super Built-up,Under Construction,Shivaji Nagar,3 BHK,Society5,1200,4,1,90.73,4th,Semi-Furnished
Built-up,Under Construction,Viman Nagar,2 BHK,Society2,1000,3,1,97.2,3rd,Unfurnished
Carpet,Ready To Move,Viman Nagar,3 BHK,Society2,1200,1,1,101.7,Ground,Unfurnished
Built-up,Under Construction,Viman Nagar,2 BHK,Society2,1000,1,2,98.55,3rd,Semi-Furnished
Carpet,Ready To Move,Shivaji Nagar,1 BHK,Society5,800,2,2,84.12,Ground,Semi-Furnished
Built-up,Under Construction,Kothrud,1 BHK,Society3,800,2,1,69.73,2nd,Semi-Furnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society5,1500,2,2,77.35,Top,Unfurnished
Carpet,Under Construction,Viman Nagar,1 BHK,Society1,800,2,3,94.6,5th,Unfurnished
Super Built-up,Under Construction,Hadapsar,1 BHK,Society4,800,4,3,49.08,4th,Unfurnished
Built-up,Ready To Move,Wakad,3 BHK,Society2,1200,4,3,71.21,2nd,Semi-Furnished
Built-up,Under Construction,Viman Nagar,3 BHK,Society3,1200,1,1,100.23,1st,Semi-Furnished
Super Built-up,Under Construction,Wakad,4 BHK,Society2,1500,1,2,72.78,4th,Unfurnished
Built-up,Under Construction,Kothrud,3 BHK,Society3,1200,3,1,76.39,Top,Unfurnished
Built-up,Ready To Move,Wakad,4 BHK,Society1,1500,3,1,72.13,Top,Semi-Furnished
Carpet,Ready To Move,Sadashiv Peth,4 BHK,Society2,1500,2,2,52.5,1st,Semi-Furnished
Carpet,Ready To Move,Shivaji Nagar,4 BHK,Society2,1500,2,2,93.6,5th,Unfurnished
Built-up,Ready To Move,Baner,2 BHK,Society1,1000,4,1,97.15,3rd,Semi-Furnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society1,800,2,1,84.42,5th,Semi-Furnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society3,1500,3,2,97.26,4th,Fully Furnished
Super Built-up,Under Construction,Aundh,4 BHK,Society4,1500,4,3,100.8,2nd,Semi-Furnished
Built-up,Ready To Move,Kothrud,1 BHK,Society1,800,4,3,70.86,4th,Semi-Furnished
Carpet,Ready To Move,Magarpatta,3 BHK,Society3,1200,1,2,95.47,1st,Fully Furnished
Super Built-up,Under Construction,Pashan,2 BHK,Society2,1000,3,2,63.68,1st,Unfurnished
Super Built-up,Ready To Move,Wakad,1 BHK,Society3,800,4,2,65.67,Ground,Semi-Furnished
Carpet,Ready To Move,Kharadi,1 BHK,Society1,800,1,2,90.6,Top,Fully Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,2 BHK,Society3,1000,4,1,63.11,1st,Unfurnished
Built-up,Ready To Move,Hinjawadi,2 BHK,Society2,1000,4,1,88.61,2nd,Semi-Furnished
Carpet,Under Construction,Hinjawadi,3 BHK,Society2,1200,2,3,91.89,1st,Unfurnished
Carpet,Under Construction,Kothrud,1 BHK,Society2,800,4,1,70.9,Top,Unfurnished
Carpet,Under Construction,Baner,1 BHK,Society3,800,3,2,95.34,1st,Unfurnished
Built-up,Ready To Move,Kharadi,4 BHK,Society5,1500,4,1,98.14,4th,Semi-Furnished
Built-up,Ready To Move,Magarpatta,2 BHK,Society2,1000,3,2,93.08,Top,Semi-Furnished
Carpet,Under Construction,Baner,3 BHK,Society4,1200,3,2,101.2,5th,Unfurnished
Carpet,Ready To Move,Viman Nagar,3 BHK,Society2,1200,1,2,100.19,Top,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society2,800,3,2,59.03,Top,Unfurnished
Super Built-up,Ready To Move,Aundh,2 BHK,Society1,1000,4,3,95.99,2nd,Fully Furnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society1,1500,2,3,78.24,1st,Unfurnished
Super Built-up,Ready To Move,Hinjawadi,2 BHK,Society5,1000,3,3,88.4,Ground,Unfurnished
Carpet,Ready To Move,Kharadi,4 BHK,Society4,1500,3,1,97.47,3rd,Unfurnished
Built-up,Under Construction,Pimpri-Chinchwad,3 BHK,Society2,1200,1,2,66.54,Top,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society3,1200,4,2,65.4,Ground,Unfurnished
Super Built-up,Under Construction,Hadapsar,3 BHK,Society3,1200,4,2,56.05,4th,Fully Furnished
Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society1,1200,3,1,50.24,4th,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,1 BHK,Society1,800,3,2,85.17,1st,Unfurnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society5,1500,3,1,52.3,4th,Semi-Furnished
Carpet,Ready To Move,Pashan,1 BHK,Society3,800,2,2,60.59,1st,Semi-Furnished
Carpet,Under Construction,Hinjawadi,3 BHK,Society5,1200,4,3,90.75,Ground,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,3 BHK,Society1,1200,2,3,90.65,Ground,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,2 BHK,Society1,1000,2,1,88.47,Top,Fully Furnished
Built-up,Ready To Move,Pashan,1 BHK,Society1,800,4,3,60.37,3rd,Fully Furnished
Carpet,Ready To Move,Kothrud,1 BHK,Society2,800,3,3,70.39,3rd,Semi-Furnished
Carpet,Under Construction,Kharadi,1 BHK,Society3,800,3,3,89.77,3rd,Unfurnished
Built-up,Under Construction,Baner,1 BHK,Society3,800,2,2,95.17,4th,Unfurnished
Super Built-up,Ready To Move,Kothrud,1 BHK,Society2,800,4,3,69.12,Ground,Fully Furnished
Carpet,Ready To Move,Shivaji Nagar,4 BHK,Society3,1500,2,2,92.13,Ground,Semi-Furnished
Carpet,Ready To Move,Aundh,4 BHK,Society5,1500,1,3,99.34,3rd,Fully Furnished
Carpet,Under Construction,Viman Nagar,3 BHK,Society3,1200,2,1,100.18,Ground,Semi-Furnished
Super Built-up,Ready To Move,Shivaji Nagar,2 BHK,Society4,1000,3,2,87.83,1st,Unfurnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society2,1500,2,1,77.11,Top,Fully Furnished
Built-up,Under Construction,Hinjawadi,2 BHK,Society4,1000,2,1,87.81,2nd,Fully Furnished
Super Built-up,Ready To Move,Baner,1 BHK,Society2,800,2,2,95.7,2nd,Semi-Furnished
Super Built-up,Ready To Move,Baner,4 BHK,Society4,1500,1,3,102.53,2nd,Unfurnished
Carpet,Under Construction,Viman Nagar,4 BHK,Society1,1500,1,1,102.33,Ground,Fully Furnished
Built-up,Ready To Move,Kothrud,2 BHK,Society5,1000,4,2,73.55,5th,Unfurnished
Built-up,Under Construction,Wakad,1 BHK,Society3,800,1,1,64.27,Top,Unfurnished
Built-up,Ready To Move,Kothrud,1 BHK,Society4,800,1,2,70.84,4th,Fully Furnished
Super Built-up,Under Construction,Shivaji Nagar,4 BHK,Society1,1500,4,3,93.48,Ground,Unfurnished
Super Built-up,Under Construction,Wakad,2 BHK,Society3,1000,4,2,68.33,Top,Semi-Furnished
Super Built-up,Under Construction,Wakad,4 BHK,Society5,1500,3,2,73.22,4th,Semi-Furnished
Super Built-up,Under Construction,Kharadi,4 BHK,Society3,1500,2,2,98.62,5th,Unfurnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society1,800,1,3,44.07,1st,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society5,1000,4,2,94.35,2nd,Semi-Furnished
Super Built-up,Ready To Move,Kharadi,4 BHK,Society5,1500,4,3,98.62,4th,Unfurnished
Built-up,Ready To Move,Hinjawadi,1 BHK,Society5,800,1,1,85.08,3rd,Unfurnished
Super Built-up,Ready To Move,Shivaji Nagar,4 BHK,Society5,1500,1,3,92.22,4th,Unfurnished
Super Built-up,Ready To Move,Wakad,1 BHK,Society4,800,4,2,64.55,1st,Semi-Furnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society3,1200,4,2,65.31,3rd,Unfurnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society5,800,4,3,70.52,2nd,Unfurnished
Built-up,Ready To Move,Hinjawadi,3 BHK,Society4,1200,4,1,91.07,Ground,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society3,800,1,2,45.38,1st,Fully Furnished
Built-up,Under Construction,Baner,1 BHK,Society3,800,3,2,95.62,3rd,Fully Furnished
Super Built-up,Under Construction,Magarpatta,2 BHK,Society5,1000,4,1,92.78,2nd,Unfurnished
Built-up,Under Construction,Viman Nagar,2 BHK,Society2,1000,4,1,97.59,4th,Semi-Furnished
Carpet,Ready To Move,Kharadi,3 BHK,Society4,1200,4,1,96.55,5th,Unfurnished
Carpet,Under Construction,Hinjawadi,2 BHK,Society2,1000,3,2,88.68,Ground,Fully Furnished
Super Built-up,Under Construction,Hadapsar,4 BHK,Society3,1500,4,3,57.44,4th,Semi-Furnished
Built-up,Under Construction,Kharadi,3 BHK,Society1,1200,2,1,96.46,5th,Fully Furnished
Carpet,Under Construction,Pashan,3 BHK,Society1,1200,4,3,65.34,3rd,Unfurnished
Carpet,Ready To Move,Kharadi,1 BHK,Society4,800,4,2,90.36,3rd,Fully Furnished
Built-up,Ready To Move,Kharadi,3 BHK,Society2,1200,4,2,95.64,Ground,Semi-Furnished
Built-up,Ready To Move,Aundh,3 BHK,Society5,1200,4,2,98.22,1st,Unfurnished
Carpet,Under Construction,Wakad,2 BHK,Society1,1000,1,3,68.48,Top,Unfurnished
Carpet,Ready To Move,Pashan,4 BHK,Society5,1500,4,2,68.08,2nd,Semi-Furnished
Carpet,Ready To Move,Pimpri-Chinchwad,1 BHK,Society3,800,1,1,59.77,Top,Unfurnished
Built-up,Under Construction,Hinjawadi,1 BHK,Society3,800,3,1,85.64,2nd,Fully Furnished
Carpet,Ready To Move,Pimpri-Chinchwad,3 BHK,Society3,1200,2,1,65.57,5th,Semi-Furnished
Carpet,Under Construction,Wakad,3 BHK,Society5,1200,4,3,71.44,3rd,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,4 BHK,Society4,1500,2,2,53.27,Ground,Unfurnished
Super Built-up,Under Construction,Pashan,1 BHK,Society2,800,4,2,60.9,5th,Fully Furnished
Carpet,Under Construction,Wakad,2 BHK,Society5,1000,1,1,68.65,2nd,Unfurnished
Carpet,Ready To Move,Wakad,2 BHK,Society5,1000,4,3,67.12,2nd,Fully Furnished
Super Built-up,Ready To Move,Hinjawadi,1 BHK,Society5,800,4,1,85.39,Ground,Fully Furnished
Carpet,Under Construction,Pashan,1 BHK,Society1,800,2,3,59.65,1st,Unfurnished
Super Built-up,Under Construction,Kharadi,1 BHK,Society2,800,2,3,89.44,4th,Unfurnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society2,1200,3,1,91.18,Top,Unfurnished
Carpet,Under Construction,Shivaji Nagar,2 BHK,Society3,1000,4,3,88.01,5th,Semi-Furnished
Built-up,Ready To Move,Baner,1 BHK,Society4,800,3,2,94.55,Top,Unfurnished
Carpet,Ready To Move,Aundh,4 BHK,Society2,1500,2,3,100.61,5th,Unfurnished
Super Built-up,Under Construction,Baner,3 BHK,Society3,1200,2,3,100.09,Top,Unfurnished
Built-up,Under Construction,Aundh,2 BHK,Society1,1000,3,1,95.65,5th,Semi-Furnished
